epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,1.2413456863172652,0.6591163140458915,0.659246584848293,0.6591163140458915,0.6557307714453969,1.4032092585283167,0.3866852238459754,0.3973738352063974,0.3866852238459754,0.38613359654200047
2,0.9400713030631582,0.7026705688677519,0.7013060728317316,0.7026705688677519,0.6990661466191271,1.3754662503214443,0.398979355138019,0.3939512042661733,0.398979355138019,0.3839572843980436
3,0.8562218060109024,0.7151596447371096,0.714797505671474,0.7151596447371096,0.7129780733216825,1.3555497123914606,0.4001391788448156,0.40157030294236823,0.4001391788448156,0.3975599172396675
4,0.8089225840196498,0.7236855476292096,0.7204832677114268,0.7236855476292096,0.7208188936652565,1.3472887978834265,0.4017629320343308,0.4047872737225631,0.4017629320343308,0.40216744903262175
5,0.7779247379426993,0.7306871532223644,0.7273175745546308,0.7306871532223644,0.7278251434842852,1.338198449681787,0.41104152168870334,0.4127624151410228,0.41104152168870334,0.41050023140377256
6,0.758139750814872,0.7364083490844054,0.7327821373238584,0.7364083490844054,0.7337031040644085,1.3593185386236977,0.40292275574112735,0.40009419860216705,0.40292275574112735,0.3993751124223764
7,0.740923926098604,0.7407373534134097,0.7372294271059051,0.7407373534134097,0.7376442682175705,1.3544891985023724,0.40535838552540016,0.40899130403635015,0.40535838552540016,0.40670795377743213
8,0.7307376587189376,0.7421193829644533,0.74151731862115,0.7421193829644533,0.7400346044197715,1.3378623566206764,0.4081419624217119,0.4099556796313441,0.4081419624217119,0.4075385837133555
9,0.718621856447004,0.746671950897303,0.7420964899987209,0.746671950897303,0.7433907854525309,1.3603028882952297,0.41718858733472514,0.41386502597510205,0.41718858733472514,0.4112384557628719
10,0.7075147616382693,0.7497307074771864,0.7464752335927411,0.7497307074771864,0.7472583174315464,1.3494371053050547,0.41359313384365576,0.4119336737844463,0.41359313384365576,0.41096497019202033
11,0.7005834448864618,0.7506554478385464,0.745713893957712,0.7506554478385464,0.7476496206375193,1.3475816828363083,0.4144050104384134,0.40947277121102466,0.4144050104384134,0.40981924781328216
12,0.6948753987549185,0.7528199500030486,0.7488124896357424,0.7528199500030486,0.7492972360844182,1.3688293590265161,0.4099976803525864,0.406445069417533,0.4099976803525864,0.40277543179609165
13,0.6892676554203654,0.7524744426152877,0.7516440618390642,0.7524744426152877,0.7496208112853193,1.3426422301460714,0.4151009046624913,0.42047118025515035,0.4151009046624913,0.41537944460572146
