epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
18,0.7519160392458014,0.7394874296282747,0.7433704750051171,0.7394874296282747,0.7363663639247502,1.6661151840406305,0.36430062630480164,0.369130529249804,0.36430062630480164,0.3478893741683606
19,0.7445934628014137,0.7288986443916021,0.7390735643609734,0.7288986443916021,0.724728516018325,1.6070563635405373,0.3607051728137323,0.378407554040602,0.3607051728137323,0.34305896610305014
20,0.7430168176348405,0.7366115887242648,0.7501415429018965,0.7366115887242648,0.7315487243874449,1.6445523903650396,0.3624449083739272,0.37388256977075424,0.3624449083739272,0.33382879536063015
21,0.7367461109037362,0.7365099689043351,0.7576862648484426,0.7365099689043351,0.7289837613215204,1.671592875438578,0.35768963117606123,0.38560976715883305,0.35768963117606123,0.33402627485562714
22,0.7364807652481511,0.7341625510639596,0.7410279086209268,0.7341625510639596,0.730149008657437,1.6576822522808523,0.36325678496868474,0.3754501809928774,0.36325678496868474,0.3479066943943162
23,0.7319848258411621,0.7393451618803731,0.7446984953852492,0.7393451618803731,0.7345852988683196,1.681318023625542,0.36615634423567617,0.37947790876358245,0.36615634423567617,0.34939771599371533
24,0.7326622534015244,0.7380749141312521,0.753923745016535,0.7380749141312521,0.7317974423237256,1.7663535703631008,0.35177453027139877,0.3751347455975965,0.35177453027139877,0.32687071321242345
25,0.7257895287518693,0.7453813791841961,0.7525238586610089,0.7453813791841961,0.7424613535092871,1.777074652559617,0.36116910229645094,0.3727168964476535,0.36116910229645094,0.3439774126031867
26,0.7252055691029533,0.7455541328780766,0.7500971786718726,0.7455541328780766,0.7414592645549954,1.674954296911464,0.3658083971236372,0.3760214580543024,0.3658083971236372,0.3516446156001163
27,0.7214409788036222,0.7398735849440075,0.7535838439672073,0.7398735849440075,0.7356410268978669,1.668944157221738,0.3603572257016933,0.3753222345039086,0.3603572257016933,0.335691385607456
28,0.7190392725024328,0.7438977298132228,0.7571565243810939,0.7438977298132228,0.7417689007330798,1.691165673382142,0.36430062630480164,0.3744247494182642,0.36430062630480164,0.34826354472089655
29,0.7166155296509845,0.7367843424181453,0.7541330040409147,0.7367843424181453,0.7333122196896174,1.7115497413803549,0.36731616794247274,0.38625941117384455,0.36731616794247274,0.3455627462035385
30,0.7204688802187093,0.7445277726967868,0.752128761126386,0.7445277726967868,0.7409500894402885,1.6538792795994703,0.3704476919508235,0.38401451874124526,0.3704476919508235,0.3525662772428539
31,0.7136057099068274,0.7412251285490722,0.7585625358200214,0.7412251285490722,0.738999128978931,1.6820165970746208,0.3695198329853862,0.37664740935854807,0.3695198329853862,0.34432149760098646
32,0.7133293461505086,0.7405137898095645,0.7576726374348745,0.7405137898095645,0.7362590059405832,1.7593647399369408,0.37079563906286245,0.39133839626381806,0.37079563906286245,0.3527181236147512
33,0.7098582451303231,0.7467227608072678,0.7561547960385273,0.7467227608072678,0.7414915345811635,1.6653441173188828,0.3750869867780097,0.3975771542841716,0.3750869867780097,0.35374616261166825
34,0.7087136939923692,0.7523016889214073,0.7580080323305478,0.7523016889214073,0.7481009360074555,1.7762817459947922,0.3666202737183948,0.38011913496137895,0.3666202737183948,0.34793880189099946
35,0.7066950045419452,0.7444058289128712,0.759397017288922,0.7444058289128712,0.7400105522442577,1.7580005912219776,0.36314080259800513,0.38250314203222746,0.36314080259800513,0.3391979069989091
36,0.70711091567698,0.7521187732455338,0.7630968468330372,0.7521187732455338,0.7499622985470938,1.6982435338637407,0.36928786824402693,0.37537419989997856,0.36928786824402693,0.35237439153264755
37,0.705832778671163,0.7563258337906226,0.7661640117407523,0.7563258337906226,0.7508077860187434,1.7719492070815142,0.3666202737183948,0.38577445431633917,0.3666202737183948,0.3474827842995732
38,0.7044200936358989,0.7455439708960836,0.7585186782835405,0.7455439708960836,0.741935840116232,1.7482564203879412,0.36975179772674555,0.38656947059176333,0.36975179772674555,0.35436037231526946
39,0.7006859631702711,0.7499339471170458,0.7646772239321957,0.7499339471170458,0.7466745470950434,1.7066867649555206,0.36464857341684065,0.3809417012837339,0.36464857341684065,0.34884432187832765
40,0.6989229592374769,0.7543544092839868,0.7600245362260972,0.7543544092839868,0.7525589516238421,1.7654975039117478,0.3649965205288796,0.3693298425381249,0.3649965205288796,0.3526761584013701
41,0.6945791870394361,0.7565900453224397,0.764037804162032,0.7565900453224397,0.7538603377622843,1.7871327750823076,0.37381118070053354,0.38386385956530267,0.37381118070053354,0.35635038567188326
42,0.6966425510624761,0.7570473345121232,0.7645423625469003,0.7570473345121232,0.7532110389588491,1.6980583702816683,0.3573416840640223,0.3719862057467984,0.3573416840640223,0.3479014275903876
43,0.6915098363230845,0.753978415950247,0.772139419892031,0.753978415950247,0.7493422806032446,1.7002485499662512,0.37160751565762007,0.39497507507204876,0.37160751565762007,0.34893718768783805
44,0.6909120057664705,0.7579212649635185,0.7660245280397392,0.7579212649635185,0.7554345336807352,1.7244994622819565,0.3698677800974252,0.3795599810086714,0.3698677800974252,0.3555973747603516
45,0.6929243133344017,0.7521492591915128,0.7640057747942278,0.7521492591915128,0.7480227989028099,1.7521039405289818,0.3546740895383902,0.3757327452469194,0.3546740895383902,0.35030574440030976
46,0.6916686900260389,0.764079426051257,0.7644112339674194,0.764079426051257,0.7612020915415986,1.7768937436973347,0.367896079795871,0.37400891828078653,0.367896079795871,0.3590566598110129
47,0.6881218689393315,0.756783122980306,0.7655856956332182,0.756783122980306,0.7543029939597776,1.7924527753801907,0.3545581071677105,0.36472790726294396,0.3545581071677105,0.3450498027322634
48,0.6855023924178978,0.7546186208158039,0.7596275170320552,0.7546186208158039,0.7518624404317239,1.786916599554174,0.36430062630480164,0.3766913873542903,0.36430062630480164,0.3585751839242544
49,0.6880374911625147,0.7572708981159686,0.7657695428965304,0.7572708981159686,0.7541138090761013,1.7708804642452913,0.36615634423567617,0.3771051430600637,0.36615634423567617,0.3516121960318035
50,0.6841852883911257,0.7659187447919842,0.7750176668333052,0.7659187447919842,0.7639643317345217,1.9303950579727398,0.36720018557179307,0.37831656206757747,0.36720018557179307,0.3506315623625812
